alumno_id,materia_asignada_id,materia,ciclo,fecha_corte,Examen 1_1,Examen 2_1,Examen Final_1,Exposición_1,Tarea 1_1,Tarea 2_1,Tarea 3_1,Tarea 4_1,Tarea 5_1,Tarea 6_1,Tarea 7_1,cantidad_participaciones,porcentaje_participacion,promedio_participacion,porcentaje_asistencia,promedio_nota,aprobado
31,1,Lenguaje,2022,2022-10-25,56.43,53.25,98.95,98.15,,93.43,94.64,88.99,99.04,87.26,,38,0.2222222222222222,7.3100000000000005,0.8187134502923976,85.57111111111112,1
31,1,Lenguaje,2022,2022-11-17,56.43,53.25,98.95,98.15,,93.43,94.64,88.99,99.04,87.26,88.01,42,0.22340425531914893,7.334285714285716,0.8138297872340425,85.81500000000001,1
31,1,Lenguaje,2022,2022-11-24,56.43,53.25,98.95,98.15,95.7,93.43,94.64,88.99,99.04,87.26,88.01,44,0.22797927461139897,7.316818181818184,0.8186528497409327,86.71363636363637,1
14,1,Lenguaje,2022,2022-04-06,,,,,,,,,63.56,,,5,0.18518518518518517,7.444000000000001,0.8518518518518519,63.56,1
14,1,Lenguaje,2022,2022-04-11,,,,,97.13,,,,63.56,,,6,0.2,7.295000000000001,0.8333333333333334,80.345,1
14,1,Lenguaje,2022,2022-04-15,,,,,97.13,93.18,,,63.56,,,7,0.20588235294117646,7.471428571428572,0.8235294117647058,84.62333333333333,1
14,1,Lenguaje,2022,2022-05-13,,,,,97.13,93.18,,,63.56,58.59,,14,0.25925925925925924,7.302142857142857,0.8333333333333334,78.11500000000001,1
14,1,Lenguaje,2022,2022-05-16,95.58,,,,97.13,93.18,,,63.56,58.59,,14,0.2545454545454545,7.302142857142857,0.8363636363636363,81.60799999999999,1
14,1,Lenguaje,2022,2022-06-21,95.58,89.27,,,97.13,93.18,,,63.56,58.59,,17,0.20987654320987653,7.184117647058824,0.8395061728395061,82.88499999999999,1
14,1,Lenguaje,2022,2022-06-28,95.58,89.27,,,97.13,93.18,,,63.56,58.59,93.24,17,0.19767441860465115,7.184117647058824,0.8255813953488372,84.36428571428571,1
14,1,Lenguaje,2022,2022-08-10,95.58,89.27,,,97.13,93.18,99.83,,63.56,58.59,93.24,26,0.2222222222222222,7.26923076923077,0.8205128205128205,86.2975,1
14,1,Lenguaje,2022,2022-08-22,95.58,89.27,,,97.13,93.18,99.83,91.03,63.56,58.59,93.24,26,0.208,7.26923076923077,0.824,86.82333333333332,1
14,1,Lenguaje,2022,2022-10-05,95.58,89.27,96.15,,97.13,93.18,99.83,91.03,63.56,58.59,93.24,34,0.21656050955414013,7.387941176470589,0.7898089171974523,87.756,1
14,1,Lenguaje,2022,2022-10-26,95.58,89.27,96.15,87.8,97.13,93.18,99.83,91.03,63.56,58.59,93.24,37,0.21511627906976744,7.395135135135135,0.8081395348837209,87.75999999999999,1
22,1,Lenguaje,2022,2022-03-01,,,,,,,,,,,95.87,0,0.0,0.0,1.0,95.87,1
22,1,Lenguaje,2022,2022-04-01,,,,,91.96,,,,,,95.87,8,0.3333333333333333,7.665,0.9583333333333334,93.91499999999999,1
22,1,Lenguaje,2022,2022-05-09,93.28,,,,91.96,,,,,,95.87,16,0.32,7.265,0.9,93.70333333333333,1
22,1,Lenguaje,2022,2022-05-18,93.28,,,,91.96,,,,,95.51,95.87,17,0.2982456140350877,7.413529411764706,0.9122807017543859,94.155,1
22,1,Lenguaje,2022,2022-05-25,93.28,,87.09,90.81,91.96,,,,,95.51,95.87,18,0.2903225806451613,7.5505555555555555,0.9193548387096774,92.42,1
22,1,Lenguaje,2022,2022-05-25,93.28,,87.09,90.81,91.96,,,,,95.51,95.87,18,0.2903225806451613,7.5505555555555555,0.9193548387096774,92.42,1
22,1,Lenguaje,2022,2022-06-28,93.28,,87.09,90.81,91.96,,,,91.65,95.51,95.87,25,0.29069767441860467,7.4588,0.9186046511627907,92.30999999999999,1
22,1,Lenguaje,2022,2022-06-29,93.28,,87.09,90.81,91.96,,86.1,,91.65,95.51,95.87,25,0.28735632183908044,7.4588,0.9195402298850575,91.53375000000001,1
22,1,Lenguaje,2022,2022-07-18,93.28,,87.09,90.81,91.96,87.03,86.1,,91.65,95.51,95.87,27,0.27,7.424814814814815,0.93,91.03333333333333,1
22,1,Lenguaje,2022,2022-07-27,93.28,,87.09,90.81,91.96,87.03,86.1,94.58,91.65,95.51,95.87,31,0.2897196261682243,7.269677419354839,0.9252336448598131,91.388,1
22,1,Lenguaje,2022,2022-11-21,93.28,87.65,87.09,90.81,91.96,87.03,86.1,94.58,91.65,95.51,95.87,53,0.2789473684210526,7.414339622641509,0.9263157894736842,91.04818181818183,1
13,1,Lenguaje,2022,2022-03-24,,,,,,,52.93,,,,,9,0.5,7.808888888888889,0.8888888888888888,52.93,1
13,1,Lenguaje,2022,2022-04-01,,90.49,,,,,52.93,,,,,11,0.4583333333333333,7.524545454545454,0.9166666666666666,71.71,1
13,1,Lenguaje,2022,2022-04-14,,90.49,,,,,52.93,,,96.19,,14,0.42424242424242425,7.654285714285713,0.8484848484848485,79.86999999999999,1
13,1,Lenguaje,2022,2022-05-02,95.06,90.49,,,,,52.93,,,96.19,,19,0.4222222222222222,7.669999999999999,0.8444444444444444,83.6675,1
13,1,Lenguaje,2022,2022-06-15,95.06,90.49,,,,,52.93,,,96.19,98.61,27,0.35064935064935066,7.633703703703703,0.8571428571428571,86.656,1
13,1,Lenguaje,2022,2022-06-17,95.06,90.49,98.06,,,,52.93,,,96.19,98.61,27,0.34177215189873417,7.633703703703703,0.8481012658227848,88.55666666666667,1
13,1,Lenguaje,2022,2022-07-22,95.06,90.49,98.06,,,,52.93,89.33,98.39,96.19,98.61,36,0.34615384615384615,7.415000000000002,0.8461538461538461,89.8825,1
13,1,Lenguaje,2022,2022-07-22,95.06,90.49,98.06,,,,52.93,89.33,98.39,96.19,98.61,36,0.34615384615384615,7.415000000000002,0.8461538461538461,89.8825,1
13,1,Lenguaje,2022,2022-08-30,95.06,90.49,98.06,,96.47,,52.93,89.33,98.39,96.19,98.61,43,0.3282442748091603,7.501860465116281,0.8549618320610687,90.61444444444444,1
13,1,Lenguaje,2022,2022-10-24,95.06,90.49,98.06,87.57,96.47,,52.93,89.33,98.39,96.19,98.61,55,0.3235294117647059,7.524363636363639,0.8411764705882353,90.31000000000002,1
13,1,Lenguaje,2022,2022-10-27,95.06,90.49,98.06,87.57,96.47,96.7,52.93,89.33,98.39,96.19,98.61,56,0.3236994219653179,7.52714285714286,0.838150289017341,90.8909090909091,1
2,1,Lenguaje,2022,2022-03-21,,,,,,93.3,,,,,,4,0.26666666666666666,8.4825,0.8666666666666667,93.3,1
2,1,Lenguaje,2022,2022-04-15,,,,,,93.3,,,57.95,,,7,0.20588235294117646,7.598571428571428,0.7941176470588235,75.625,1
2,1,Lenguaje,2022,2022-05-31,,,,,,93.3,91.99,,57.95,,,16,0.24242424242424243,7.449374999999999,0.8181818181818182,81.08,1
2,1,Lenguaje,2022,2022-06-29,,,,96.86,,93.3,91.99,,57.95,,,23,0.26436781609195403,7.565217391304345,0.8390804597701149,85.025,1
2,1,Lenguaje,2022,2022-07-28,96.71,,,96.86,,93.3,91.99,,57.95,,,29,0.26851851851851855,7.691034482758619,0.8425925925925926,87.362,1
2,1,Lenguaje,2022,2022-08-03,96.71,,,96.86,,93.3,91.99,,57.95,93.4,,30,0.26785714285714285,7.649666666666665,0.8482142857142857,88.36833333333334,1
2,1,Lenguaje,2022,2022-08-08,96.71,,,96.86,91.94,93.3,91.99,,57.95,93.4,,31,0.26956521739130435,7.7154838709677405,0.8521739130434782,88.87857142857142,1
2,1,Lenguaje,2022,2022-08-24,96.71,94.81,,96.86,91.94,93.3,91.99,,57.95,93.4,,32,0.25196850393700787,7.7721874999999985,0.8503937007874016,89.61999999999999,1
2,1,Lenguaje,2022,2022-09-09,96.71,94.81,,96.86,91.94,93.3,91.99,,57.95,93.4,97.56,33,0.23741007194244604,7.792424242424242,0.841726618705036,90.50222222222222,1
2,1,Lenguaje,2022,2022-10-26,96.71,94.81,95.73,96.86,91.94,93.3,91.99,,57.95,93.4,97.56,41,0.23837209302325582,7.589024390243902,0.8488372093023255,91.025,1
2,1,Lenguaje,2022,2022-10-27,96.71,94.81,95.73,96.86,91.94,93.3,91.99,60.67,57.95,93.4,97.56,42,0.24277456647398843,7.573809523809523,0.8497109826589595,88.26545454545455,1
16,1,Lenguaje,2022,2022-03-21,,89.58,,,,,,,,,,5,0.3333333333333333,7.308000000000002,0.8666666666666667,89.58,1
16,1,Lenguaje,2022,2022-03-23,,89.58,,,,,,,,,91.42,5,0.29411764705882354,7.308000000000002,0.8823529411764706,90.5,1
16,1,Lenguaje,2022,2022-04-08,,89.58,,,,,,86.46,,,91.42,7,0.2413793103448276,7.362857142857144,0.7586206896551724,89.15333333333332,1
16,1,Lenguaje,2022,2022-06-01,,89.58,,,93.34,,,86.46,,,91.42,19,0.2835820895522388,7.303157894736844,0.7761194029850746,90.2,1
16,1,Lenguaje,2022,2022-07-11,,89.58,,,93.34,91.37,,86.46,,,91.42,28,0.29473684210526313,7.547500000000002,0.7894736842105263,90.434,1
16,1,Lenguaje,2022,2022-09-07,,89.58,,,93.34,91.37,,86.46,53.41,,91.42,34,0.24817518248175183,7.380294117647061,0.8175182481751825,84.26333333333334,1
16,1,Lenguaje,2022,2022-10-03,,89.58,,,93.34,91.37,,86.46,53.41,99.07,91.42,37,0.23870967741935484,7.510270270270271,0.832258064516129,86.37857142857142,1
16,1,Lenguaje,2022,2022-10-21,94.68,89.58,,,93.34,91.37,,86.46,53.41,99.07,91.42,39,0.23076923076923078,7.473076923076924,0.834319526627219,87.41624999999999,1
16,1,Lenguaje,2022,2022-11-08,94.68,89.58,60.13,,93.34,91.37,,86.46,53.41,99.07,91.42,40,0.22099447513812154,7.413000000000001,0.8397790055248618,84.38444444444444,1
16,1,Lenguaje,2022,2022-11-10,94.68,89.58,60.13,,93.34,91.37,86.95,86.46,53.41,99.07,91.42,40,0.2185792349726776,7.413000000000001,0.8415300546448088,84.641,1
16,1,Lenguaje,2022,2022-11-29,94.68,89.58,60.13,98.33,93.34,91.37,86.95,86.46,53.41,99.07,91.42,42,0.21428571428571427,7.519047619047621,0.8367346938775511,85.88545454545455,1
11,1,Lenguaje,2022,2022-03-21,,,,,,,,,,,64.27,2,0.13333333333333333,7.4350000000000005,1.0,64.27,1
11,1,Lenguaje,2022,2022-04-15,,,,,,,99.9,,,,64.27,6,0.17647058823529413,7.168333333333333,0.9411764705882353,82.08500000000001,1
11,1,Lenguaje,2022,2022-05-16,,,,96.23,,,99.9,,,,64.27,13,0.23636363636363636,7.166153846153846,0.9454545454545454,86.8,1
11,1,Lenguaje,2022,2022-05-20,,,90.13,96.23,,,99.9,,,,64.27,16,0.2711864406779661,7.200625,0.9322033898305084,87.6325,1
11,1,Lenguaje,2022,2022-06-14,,,90.13,96.23,,98.02,99.9,,,,64.27,20,0.2631578947368421,7.1435,0.9210526315789473,89.71000000000001,1
11,1,Lenguaje,2022,2022-06-28,,,90.13,96.23,,98.02,99.9,98.58,,,64.27,22,0.2558139534883721,7.207272727272729,0.9186046511627907,91.18833333333333,1
11,1,Lenguaje,2022,2022-07-27,,96.84,90.13,96.23,,98.02,99.9,98.58,,,64.27,29,0.27102803738317754,7.240689655172415,0.897196261682243,91.99571428571429,1
11,1,Lenguaje,2022,2022-08-16,92.2,96.84,90.13,96.23,,98.02,99.9,98.58,,,64.27,30,0.24793388429752067,7.2540000000000004,0.8925619834710744,92.02125,1
11,1,Lenguaje,2022,2022-11-01,92.2,96.84,90.13,96.23,91.51,98.02,99.9,98.58,,,64.27,41,0.23295454545454544,7.240975609756098,0.8920454545454546,91.96444444444444,1
11,1,Lenguaje,2022,2022-11-28,92.2,96.84,90.13,96.23,91.51,98.02,99.9,98.58,,93.24,64.27,44,0.22564102564102564,7.2065909090909095,0.8871794871794871,92.092,1
11,1,Lenguaje,2022,2022-11-30,92.2,96.84,90.13,96.23,91.51,98.02,99.9,98.58,98.19,93.24,64.27,45,0.22842639593908629,7.265333333333334,0.8883248730964467,92.64636363636363,1
32,1,Lenguaje,2022,2022-03-01,,,,,,,,,,,88.57,0,0.0,0.0,1.0,88.57,1
32,1,Lenguaje,2022,2022-04-21,,,,,,,,91.93,,,88.57,7,0.18421052631578946,6.88,0.8157894736842105,90.25,1
32,1,Lenguaje,2022,2022-08-24,,,,86.32,,,,91.93,,,88.57,28,0.2204724409448819,7.197857142857143,0.8188976377952756,88.94,1
32,1,Lenguaje,2022,2022-08-25,91.76,,,86.32,,,,91.93,,,88.57,28,0.21875,7.197857142857143,0.8203125,89.645,1
32,1,Lenguaje,2022,2022-09-21,91.76,,95.42,86.32,,,,91.93,,,88.57,34,0.23129251700680273,7.205588235294118,0.8163265306122449,90.8,1
32,1,Lenguaje,2022,2022-09-23,91.76,,95.42,86.32,89.86,,,91.93,,,88.57,35,0.2348993288590604,7.239714285714286,0.8120805369127517,90.64333333333333,1
32,1,Lenguaje,2022,2022-10-28,91.76,,95.42,86.32,89.86,55.22,,91.93,,,88.57,41,0.23563218390804597,7.365121951219514,0.8275862068965517,85.58285714285714,1
32,1,Lenguaje,2022,2022-11-01,91.76,,95.42,86.32,89.86,55.22,59.8,91.93,,,88.57,41,0.23295454545454544,7.365121951219514,0.8295454545454546,82.36,1
32,1,Lenguaje,2022,2022-11-04,91.76,,95.42,86.32,89.86,55.22,59.8,91.93,91.58,,88.57,42,0.2346368715083799,7.3207142857142875,0.8268156424581006,83.38444444444444,1
32,1,Lenguaje,2022,2022-11-09,91.76,,95.42,86.32,89.86,55.22,59.8,91.93,91.58,55.1,88.57,43,0.23626373626373626,7.371162790697676,0.8241758241758241,80.55600000000001,1
32,1,Lenguaje,2022,2022-11-30,91.76,92.6,95.42,86.32,89.86,55.22,59.8,91.93,91.58,55.1,88.57,47,0.23857868020304568,7.548723404255321,0.8121827411167513,81.65090909090908,1
9,1,Lenguaje,2022,2022-04-15,,,,,,,,,,,90.87,10,0.29411764705882354,6.9940000000000015,0.7647058823529411,90.87,1
9,1,Lenguaje,2022,2022-04-28,,,,,,,,,,90.54,90.87,12,0.27906976744186046,7.2075000000000005,0.7674418604651163,90.70500000000001,1
9,1,Lenguaje,2022,2022-04-29,,,,,56.59,,,,,90.54,90.87,12,0.2727272727272727,7.2075000000000005,0.7727272727272727,79.33333333333333,1
9,1,Lenguaje,2022,2022-06-03,,,,,56.59,86.25,,,,90.54,90.87,19,0.2753623188405797,7.358947368421053,0.8115942028985508,81.0625,1
9,1,Lenguaje,2022,2022-06-22,,,,,56.59,86.25,,,53.93,90.54,90.87,24,0.2926829268292683,7.517916666666667,0.8292682926829268,75.636,1
9,1,Lenguaje,2022,2022-06-24,,,,86.72,56.59,86.25,,,53.93,90.54,90.87,26,0.30952380952380953,7.483076923076923,0.8333333333333334,77.48333333333333,1
9,1,Lenguaje,2022,2022-07-27,,,98.9,86.72,56.59,86.25,,,53.93,90.54,90.87,32,0.29906542056074764,7.685625,0.822429906542056,80.54285714285716,1
